id,name,img,price,mrp,rating,ratingTotal,discount,seller,purl
219,Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822988/2023/4/19/3f99ba3e-bd5b-4bb5-b481-720798a056da1681910285609Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-stainless-steel-bracelet-style-straps-analogue-watch-ab212-dd-black-metalnew/22822988/buy
220,Women Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867728/2023/4/22/314052ed-fa33-4091-9eb8-43469d24c0651682169179029WomenmettalicRoseGoldwatch1.jpg",499,2199,0,0,1700,WATCHSTAR,https://www.myntra.com/watches/watchstar/watchstar-women-stainless-steel-bracelet-style-straps-watch-mate-copper/22867728/buy
221,Pack Of 2 Analogue Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822968/2023/4/19/96d8be0d-c8a2-4b08-a83c-30edbec7f5391681910620527Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-pack-of-2-stainless-steel-analogue-watch-com2-cho-248-blue-pinknew/22822968/buy
222,Women Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867736/2023/4/22/2e326bd1-beba-450a-8f3c-7dae0871e9041682168133165WomenBlackwatchforalloccasion1.jpg",499,2199,0,0,1700,WATCHSTAR,https://www.myntra.com/watches/watchstar/watchstar-women-stainless-steel-bracelet-style-straps-analogue-watch-mate-black/22867736/buy
223,Women Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867716/2023/4/22/662027fb-a238-47cf-9a2d-59883781f15e1682168352823WomenmettalicGoldwatch1.jpg",499,2199,0,0,1700,WATCHSTAR,https://www.myntra.com/watches/watchstar/watchstar-women-stainless-steel-bracelet-style-straps-analogue-watch-mate-gold/22867716/buy
224,Set Of 2 Analogue Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822998/2023/4/19/87aa33e8-a00b-4752-bab7-18f7ba53ebdd1681908179267Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-set-of-2-straps-analogue-watch-com2-248-239-pinknew/22822998/buy
225,Women Leather Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22881408/2023/4/24/11926882-12a9-4172-bb79-95cf4237a5a61682337124851KillerWomenBrassPrintedDialLeatherBraceletStyleStrapsDigital1.jpg",874,3499,0,0,75,Killer,https://www.myntra.com/watches/killer/killer-women-brass-printed-dial--leather-bracelet-style-straps-digital-watch-klw539d/22881408/buy
226,Rubber Straps Analogue Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22823036/2023/4/19/a537cd4c-035f-4072-a204-3e6a0fcc4dfc1681910676438Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-rubber-straps-analogue-watch-m-ybely-squ--greennew/22823036/buy
227,Women Leather Strap Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22881414/2023/4/24/59257aae-27cf-4a62-90a5-7ad01fb33e0d1682346287702KillerWomenBrassDialLeatherTexturedStrapsAnalogueWatchKLW5241.jpg",699,2499,0,0,72,Killer,https://www.myntra.com/watches/killer/killer-women-brass-dial--leather-textured-strap-analogue-watch-klw524b/22881414/buy
228,Women Stainless Steel Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867722/2023/4/24/6aa68c92-7708-4e84-ac72-76d311103e961682308786858WATCHSTARWomenGreenEmbellishedDialGreenStainlessSteelStrapsA1.jpg",499,2199,0,0,1700,WATCHSTAR,https://www.myntra.com/watches/watchstar/watchstar-women-green-embellished-dial--green-stainless-steel-analogue-watch-mate-green/22867722/buy
229,Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822958/2023/4/19/4577cee7-9211-4694-ad8e-3f3b6bad6eaf1681908541562Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-stainless-steel-straps-analogue-watch-m-248-sl-pinknew/22822958/buy
230,Pack Of 2 Analogue Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22822956/2023/4/19/09dfabb6-ed9a-4fdc-a936-fe70751395391681908153697Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-pack-of-2-bracelet-style-straps-analogue-watch-com2-cho-248-black-bluenew/22822956/buy
231,Women Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867714/2023/4/22/eba93eeb-7345-48c2-83be-ce8ef730e55e1682167733020WomensuniqueGoldBrownmetalstrapanalogwomneswatch1.jpg",499,2199,0,0,1700,WATCHSTAR,https://www.myntra.com/watches/watchstar/watchstar-women-stainless-steel-straps-analogue-watch-swiss-gold/22867714/buy
232,Women Bracelet Style Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22791532/2023/4/15/fcbb8efa-88ed-4fc7-a4fa-0d9daa019dd41681573228665Giftsetconsistsof1watchand4BangleBracelet1.jpg",899,4495,0,0,80,Swiss Design,https://www.myntra.com/watches/swiss-design/swiss-design-women-brass-dial--bracelet-style-straps-analogue-watch-sdwj-set-71/22791532/buy
233,Stainless Steel Straps Watch,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22823006/2023/4/19/c071028b-cd9d-43ee-ba7c-3d0c508ae5c61681908391906Watches1.jpg",599,3499,0,0,2900,CERO,https://www.myntra.com/watches/cero/cero-stainless-steel-straps-analogue-watch-ab210-wcl-silver-whitenew/22823006/buy
