transaction_id,amount,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,transaction_type,hour,month_2026,day_of_week,device_type,region,is_fraud
UGMGO4N8I,1246.6,2462.13,1215.53,17663.51,18910.11,paybill,12,7,Thu,feature,Kisumu,0
UD46MCBQG,1190.38,73123.0,71932.62,30326.0,31516.38,till,5,4,Mon,smartphone,Eldoret,0
UJBS2WY5Z,502.43,45222.58,44720.15,36349.89,36852.32,peer,3,10,Fri,smartphone,Kisumu,0
UGK1P92E7,1161.44,60945.6,59784.16,45925.82,47087.26,paybill,19,7,Tue,feature,Kisumu,0
UJIX55TTB,1638.29,60002.3,58364.01,9108.75,10747.04,paybill,1,10,Fri,feature,Eldoret,0
UFCOE23WT,6218.62,44655.0,38436.38,46745.56,52964.18,till,20,6,Sun,feature,Kisumu,0
UB5J5CGL8,2269.94,45482.3,43212.36,31533.59,33803.53,paybill,10,2,Mon,smartphone,Nakuru,0
UEBGFVGG4,1744.62,57167.13,55422.51,6563.26,8307.88,till,14,5,Sat,feature,Nakuru,0
UHC1VB7RT,2505.45,66658.7,64153.25,5686.39,8191.84,paybill,2,8,Tue,feature,Nairobi,0
UFDFGS9LQ,769.85,61108.71,60338.86,47859.68,48629.53,paybill,10,6,Sat,feature,Nakuru,0
UL87SSNZS,533.6,63439.34,62905.74,46684.04,47217.64,paybill,11,12,Tue,smartphone,Nairobi,0
UC85FH7F9,3543.61,31998.15,28454.54,35042.36,38585.97,paybill,4,3,Sun,feature,Nakuru,0
UHZCEE28O,1176.6,74654.47,73477.87,25713.92,26890.52,till,13,8,Mon,feature,Eldoret,0
ULYI140O1,113.28,44635.32,44522.04,28807.36,28920.64,till,18,12,Tue,feature,Eldoret,0
UA8HO5HIR,833.89,29623.84,28789.95,1493.93,2327.82,peer,19,1,Wed,smartphone,Nakuru,0
UDBX09XP0,4158.54,61268.59,57110.05,28604.88,32763.42,peer,2,4,Tue,smartphone,Mombasa,0
UD1GI13G7,131.2,13105.81,12974.61,42819.15,42950.35,paybill,10,4,Tue,feature,Nakuru,0
UIIUJATQW,2082.01,59339.57,57257.56,20639.56,22721.57,paybill,2,9,Thu,feature,Nairobi,0
UKAYD8CJP,745.41,74938.52,74193.11,27037.01,27782.42,peer,22,11,Fri,smartphone,Eldoret,0
UH5EMHKEO,1683.99,46760.76,45076.77,25852.27,27536.26,peer,6,8,Wed,smartphone,Mombasa,0
UJZH551RL,1642.68,9451.58,7808.9,35601.52,37244.2,paybill,12,10,Mon,feature,Kisumu,0
UK297B6U8,1680.39,13848.42,12168.03,20801.52,22481.91,peer,16,11,Thu,smartphone,Eldoret,0
UIEQFPUMR,1937.56,53165.38,51227.82,25769.95,27707.51,peer,18,9,Sat,feature,Kisumu,0
UE5PD31O6,628.06,45523.71,44895.65,37558.18,38186.24,paybill,13,5,Sun,smartphone,Eldoret,0
UL9R3XZIJ,51.51,31321.65,31270.14,9751.88,9803.39,peer,21,12,Sat,smartphone,Kisumu,0
UACQ4OW53,1699.28,40569.96,38870.68,35252.84,36952.12,peer,4,1,Thu,smartphone,Nakuru,0
UE6C73ZDA,930.34,31027.67,30097.33,28587.47,29517.81,paybill,19,5,Mon,smartphone,Mombasa,0
UDPTCNRO2,861.31,65764.36,64903.05,9311.79,10173.1,peer,0,4,Tue,smartphone,Nakuru,0
UJPYNIMPP,4656.64,41902.78,37246.14,28434.96,33091.6,paybill,16,10,Tue,smartphone,Eldoret,0
UK4G1T0T7,1412.3,45397.3,43985.0,41076.3,42488.6,peer,2,11,Tue,smartphone,Nakuru,0
UEN8PHH1W,1216.98,78205.52,76988.54,42046.75,43263.73,peer,14,5,Wed,smartphone,Nairobi,0
UL32UXF9C,166.56,28244.33,28077.77,23659.03,23825.59,till,19,12,Sun,smartphone,Kisumu,0
UA4GQGDEC,265.64,36698.9,36433.26,17308.48,17574.12,peer,14,1,Mon,smartphone,Mombasa,0
UHBGAO7M0,4262.05,12886.83,8624.78,41551.58,45813.63,paybill,19,8,Tue,feature,Nakuru,0
UICQZAGYQ,2379.44,7033.24,4653.8,29084.15,31463.59,till,9,9,Sun,feature,Nairobi,0
UCHIKHC7J,1120.71,73939.2,72818.49,31449.93,32570.64,paybill,19,3,Sun,smartphone,Eldoret,0
UGVJAWZ17,1447.95,19736.68,18288.73,24860.28,26308.23,paybill,4,7,Sun,feature,Mombasa,0
UCLZ3SERA,395.83,74079.68,73683.85,48090.83,48486.66,peer,7,3,Wed,smartphone,Nairobi,0
UDZGUJ2BB,3285.27,13493.89,10208.62,7964.75,11250.02,paybill,16,4,Fri,feature,Kisumu,0
UD7ERX2BR,1577.26,42787.11,41209.85,3785.66,5362.92,till,0,4,Mon,feature,Eldoret,0
UE1PUA3IW,715.54,48975.28,48259.74,3166.94,3882.48,peer,16,5,Fri,feature,Nakuru,0
UD1HUEPZ7,780.58,63091.57,62310.99,4332.28,5112.86,paybill,22,4,Wed,feature,Eldoret,0
UDGGZ2C1Y,254.0,38048.54,37794.54,44749.77,45003.77,paybill,15,4,Mon,feature,Nakuru,0
UC0QUDNXM,1368.41,45154.04,43785.63,9399.88,10768.29,paybill,16,3,Fri,smartphone,Nairobi,0
UCCH17RGN,134.61,69492.19,69357.58,4970.76,5105.37,paybill,11,3,Sat,feature,Eldoret,0
UDXBVK7XB,359.36,38527.41,38168.05,20048.5,20407.86,till,8,4,Mon,feature,Kisumu,0
UA38DT6U7,1993.55,43001.75,41008.2,44993.99,46987.54,paybill,1,1,Wed,feature,Eldoret,0
UJY3XUKOT,599.75,26891.73,26291.98,13995.8,14595.55,till,13,10,Tue,smartphone,Nairobi,0
UDZBLH7BH,448.93,53151.79,52702.86,27597.16,28046.09,till,1,4,Tue,feature,Mombasa,0
UK6OZF9HI,480.43,37285.34,36804.91,15688.86,16169.29,paybill,16,11,Mon,feature,Nakuru,0
UFCY1JGEV,1413.68,76084.59,74670.91,40123.68,41537.36,paybill,13,6,Mon,feature,Mombasa,0
UGU5F23MZ,865.25,19098.4,18233.15,17666.46,18531.71,paybill,7,7,Wed,feature,Mombasa,0
UAID4WOOT,2605.66,27949.24,25343.58,39800.63,42406.29,till,10,1,Wed,smartphone,Nakuru,0
UJ2048P5W,16.29,11519.2,11502.91,7949.85,7966.14,peer,9,10,Tue,smartphone,Eldoret,0
UIY3X54CV,6162.5,72145.66,65983.16,39623.75,45786.25,paybill,16,9,Sun,feature,Eldoret,0
UAZ3BIZ8U,660.06,6583.76,5923.7,2533.86,3193.92,peer,23,1,Sun,feature,Mombasa,0
UD7QDL8HJ,1281.22,31445.24,30164.02,13305.55,14586.77,paybill,2,4,Fri,smartphone,Eldoret,0
UD2RDLRHQ,133.73,68787.85,68654.12,44661.24,44794.97,paybill,1,4,Thu,feature,Eldoret,0
UETMETX3Y,580.95,76330.31,75749.36,44230.08,44811.03,paybill,2,5,Fri,smartphone,Eldoret,0
UK50U57RK,840.37,27580.0,26739.63,26372.59,27212.96,paybill,21,11,Sat,smartphone,Mombasa,0
UE1866W28,546.7,56968.0,56421.3,12727.99,13274.69,peer,12,5,Sun,smartphone,Nakuru,0
UIQLKEK87,795.72,68701.86,67906.14,11624.52,12420.24,till,6,9,Fri,feature,Nakuru,0
UCDGMUX2O,426.91,71524.29,71097.38,16304.03,16730.94,paybill,2,3,Thu,feature,Nakuru,0
UBJTLUH4E,1826.43,11440.33,9613.9,49358.79,51185.22,till,10,2,Mon,feature,Eldoret,0
UGFOEKG02,438.55,57186.77,56748.22,31838.52,32277.07,till,4,7,Mon,smartphone,Kisumu,0
UCFTMENCL,371.62,72026.52,71654.9,42364.48,42736.1,peer,15,3,Fri,feature,Mombasa,0
UBQAVBGIV,1274.4,25281.81,24007.41,45128.58,46402.98,peer,18,2,Thu,feature,Nairobi,1
ULPQX4J20,149.2,52387.49,52238.29,36012.95,36162.15,peer,23,12,Mon,smartphone,Mombasa,0
UE8KTODRA,1312.68,64614.31,63301.63,31535.15,32847.83,paybill,17,5,Mon,feature,Nakuru,0
UD948XQQQ,1178.64,59555.19,58376.55,3617.12,4795.76,paybill,12,4,Sun,smartphone,Eldoret,0
UGQ53YJOK,1306.84,77760.39,76453.55,6553.17,7860.01,till,3,7,Sun,smartphone,Nakuru,0
UCFQOX4LE,500.58,48369.48,47868.9,30058.1,30558.68,paybill,2,3,Tue,smartphone,Eldoret,0
UC7XSXW3I,2158.72,21941.32,19782.6,22018.76,24177.48,till,20,3,Sun,smartphone,Nairobi,0
UERLPQCQT,799.14,21847.18,21048.04,32767.9,33567.04,paybill,10,5,Thu,smartphone,Eldoret,0
ULYGXLLR6,1955.57,42025.9,40070.33,7028.6,8984.17,paybill,15,12,Sun,smartphone,Kisumu,0
UE7GZR507,644.09,28268.14,27624.05,33494.23,34138.32,till,11,5,Sun,smartphone,Eldoret,0
UKXWNSB7T,3540.02,73762.71,70222.69,22296.72,25836.74,paybill,2,11,Sun,smartphone,Nairobi,0
UBBRPDERL,1480.67,55173.56,53692.89,20857.99,22338.66,paybill,1,2,Tue,feature,Kisumu,0
UFH48WSPB,179.85,30771.7,30591.85,16219.47,16399.32,till,13,6,Mon,feature,Eldoret,0
UCN2IM72E,6317.9,42165.92,35848.02,26981.86,33299.76,paybill,17,3,Sun,feature,Nairobi,0
UI4ZA173B,220.46,10350.49,10130.03,47924.86,48145.32,peer,12,9,Sat,smartphone,Mombasa,0
UH56O0P2P,11.02,53146.28,53135.26,7457.85,7468.87,till,9,8,Wed,smartphone,Nairobi,0
UD45T0V4I,7.13,32720.23,32713.1,33134.06,33141.19,paybill,0,4,Thu,feature,Nakuru,0
UF0XYC4DK,5140.18,53418.97,48278.79,49111.33,54251.51,till,6,6,Mon,smartphone,Nakuru,0
UG9MFUILI,5634.89,44737.9,39103.01,20627.56,26262.45,peer,5,7,Tue,smartphone,Eldoret,0
UKA6B11OC,1404.21,57634.47,56230.26,42276.03,43680.24,peer,9,11,Sat,smartphone,Nairobi,0
ULH49OG2J,4647.06,56041.47,51394.41,22161.68,26808.74,peer,9,12,Tue,feature,Kisumu,0
UK4355IX9,3888.25,45656.57,41768.32,2996.51,6884.76,paybill,9,11,Thu,smartphone,Eldoret,0
UCHIZVYYH,2409.3,1707.7,0.0,48054.42,50463.72,paybill,0,3,Thu,feature,Kisumu,1
UIKBRC7TW,1318.44,53862.6,52544.16,20431.15,21749.59,till,18,9,Sat,feature,Mombasa,0
UKGRQ3MIF,726.71,18597.5,17870.79,8531.44,9258.15,paybill,11,11,Mon,smartphone,Nakuru,0
UEKIAWKGS,855.13,65886.92,65031.79,44344.1,45199.23,peer,23,5,Thu,feature,Mombasa,0
UHR7FMV5T,6795.74,48602.04,41806.3,6058.8,12854.54,paybill,17,8,Mon,smartphone,Nakuru,0
UIK5C40Y6,816.82,57743.41,56926.59,25749.7,26566.52,till,17,9,Thu,smartphone,Mombasa,0
UENDU0IGH,2742.75,65031.72,62288.97,45217.01,47959.76,paybill,7,5,Tue,feature,Nakuru,0
UJKPIGDSP,1229.34,40595.1,39365.76,32430.92,33660.26,peer,15,10,Sat,feature,Nairobi,0
UG2WV6RRB,3550.41,54633.91,51083.5,11794.41,15344.82,paybill,8,7,Mon,feature,Nairobi,0
UB92ZUJ1C,774.75,38070.87,37296.12,49717.35,50492.1,peer,17,2,Mon,smartphone,Nairobi,0
UFEZ37HD8,395.16,51827.8,51432.64,11479.32,11874.48,till,1,6,Mon,feature,Nakuru,0
UH30USKDP,1126.43,22882.66,21756.23,31169.23,32295.66,peer,17,8,Thu,smartphone,Nakuru,0
UHW3SDR11,1329.83,47490.75,46160.92,4197.63,5527.46,paybill,15,8,Thu,smartphone,Kisumu,0
UI7M1UQOY,1198.65,10347.66,9149.01,44861.73,46060.38,till,11,9,Wed,smartphone,Nakuru,0
UL0BXAD3A,2270.82,12834.71,10563.89,26479.33,28750.15,peer,5,12,Sun,feature,Nakuru,0
ULACMENZQ,905.75,5770.61,4864.86,16122.08,17027.83,till,23,12,Tue,smartphone,Nairobi,0
UCTJ3WX6O,2225.4,38861.82,36636.42,27774.07,29999.47,till,22,3,Mon,feature,Kisumu,0
UEVLEONBF,1165.99,72684.76,71518.77,5566.02,6732.01,paybill,3,5,Mon,feature,Nakuru,0
UHSB94RRX,139.58,57839.2,57699.62,25934.02,26073.6,peer,19,8,Sat,smartphone,Eldoret,0
UIDGRDLCA,1996.33,14069.34,12073.01,90.49,2086.82,till,5,9,Tue,feature,Nakuru,0
UJ41LJ32R,324.1,65627.18,65303.08,8888.87,9212.97,till,22,10,Thu,feature,Kisumu,0
UA0GIWBVA,4536.26,46132.58,41596.32,3929.56,8465.82,till,10,1,Wed,feature,Mombasa,0
UH2BJ3LU1,2380.49,27411.6,25031.11,45448.72,47829.21,till,3,8,Sat,feature,Nairobi,0
UI4PJ8R8P,2107.69,2889.62,781.93,29608.69,31716.38,paybill,19,9,Sat,feature,Nairobi,0
UIC3BT3ZP,2153.95,53828.81,51674.86,26124.07,28278.02,paybill,5,9,Mon,smartphone,Eldoret,0
UGDXOBUK3,1550.03,17832.33,16282.3,20347.96,21897.99,till,4,7,Sat,smartphone,Eldoret,0
UGUDPRXBU,1613.28,4420.13,2806.85,38652.42,40265.7,peer,6,7,Tue,smartphone,Nakuru,0
UKNEDQQBY,3161.42,68883.08,65721.66,48388.95,51550.37,peer,12,11,Tue,feature,Eldoret,0
UBTLLHCNN,512.58,41751.72,41239.14,16204.57,16717.15,till,1,2,Thu,feature,Kisumu,0
UGDJPA3GP,387.52,19044.5,18656.98,10619.07,11006.59,paybill,4,7,Sun,feature,Nakuru,0
UBXV30T3A,1344.53,23649.36,22304.83,19589.46,20933.99,paybill,18,2,Fri,smartphone,Nakuru,0
ULAB6E0TQ,274.84,33207.23,32932.39,39201.81,39476.65,paybill,7,12,Fri,feature,Nairobi,0
UHLPBK9ZS,1995.59,30816.54,28820.95,6764.63,8760.22,till,6,8,Wed,feature,Nakuru,0
UJ60UC9N5,173.41,26589.22,26415.81,31056.27,31229.68,paybill,9,10,Wed,smartphone,Nairobi,0
UBXVA0M4A,297.12,20651.92,20354.8,13029.65,13326.77,peer,11,2,Wed,smartphone,Kisumu,0
UJE3HIQC9,418.66,36761.35,36342.69,6031.37,6450.03,peer,16,10,Sat,feature,Nairobi,0
UIRUDSF3D,199.77,45973.45,45773.68,10978.3,11178.07,paybill,18,9,Wed,smartphone,Mombasa,0
UHTAZ6WEX,1274.45,49701.21,48426.76,32694.09,33968.54,paybill,22,8,Thu,smartphone,Nairobi,0
UGBG7C3OI,413.59,44147.02,43733.43,18470.0,18883.59,paybill,21,7,Thu,smartphone,Eldoret,0
UD8EX8S41,2616.85,76024.95,73408.1,35093.51,37710.36,paybill,19,4,Sat,smartphone,Eldoret,0
UA15IRPMF,2716.44,44171.29,41454.85,22253.95,24970.39,paybill,0,1,Mon,smartphone,Mombasa,0
UCREQHCEL,440.31,45017.82,44577.51,619.38,1059.69,till,10,3,Sat,feature,Nairobi,0
UDD5ZWFL2,111.71,3319.4,3207.69,42129.78,42241.49,peer,19,4,Fri,smartphone,Nairobi,0
UCYW3YPUD,2457.61,57127.81,54670.2,12852.21,15309.82,peer,23,3,Wed,feature,Mombasa,0
UJIEJAX4E,1049.62,61517.11,60467.49,46851.41,47901.03,till,15,10,Tue,feature,Nakuru,0
UKRQ2WPVO,2578.13,61098.24,58520.11,18596.85,21174.98,peer,9,11,Wed,feature,Nairobi,0
UGZPTEOL2,275.49,66952.73,66677.24,16832.0,17107.49,till,8,7,Thu,smartphone,Nakuru,0
UH1UB40IZ,829.4,25283.65,24454.25,10538.68,11368.08,paybill,2,8,Mon,feature,Kisumu,0
UG0E4CVY9,1590.17,51337.21,49747.04,11649.38,13239.55,paybill,12,7,Sat,smartphone,Eldoret,0
UETIMV58Q,3860.28,53678.24,49817.96,39927.76,43788.04,paybill,22,5,Sat,smartphone,Nakuru,0
UFL9053VF,559.74,73014.35,72454.61,26112.9,26672.64,peer,15,6,Thu,smartphone,Eldoret,0
UFXL7NO2T,1589.04,28810.61,27221.57,47240.58,48829.62,peer,3,6,Wed,smartphone,Eldoret,0
UCAJV2SXT,846.8,26896.43,26049.63,4800.58,5647.38,peer,0,3,Tue,feature,Nakuru,0
UDU3GC1GT,1978.07,6490.68,4512.61,11674.32,13652.39,till,22,4,Mon,feature,Kisumu,0
UBUY7WWP9,962.45,41327.15,40364.7,43775.32,44737.77,peer,11,2,Fri,smartphone,Eldoret,0
ULFR2I84E,252.8,53222.29,52969.49,21258.94,21511.74,paybill,23,12,Fri,smartphone,Nairobi,0
UKZ8VGRNW,833.5,6348.12,5514.62,44446.16,45279.66,paybill,0,11,Sat,feature,Mombasa,0
UH0UBG83A,172.23,22490.81,22318.58,2959.3,3131.53,till,13,8,Thu,feature,Kisumu,0
ULE9GNJI5,3982.63,18462.14,14479.51,32509.6,36492.23,peer,11,12,Wed,feature,Kisumu,0
UL0F3LLNQ,2091.68,40810.66,38718.98,49812.69,51904.37,till,22,12,Wed,feature,Nairobi,0
UGOG5ASG6,1818.42,64160.0,62341.58,32631.28,34449.7,peer,6,7,Sat,smartphone,Mombasa,0
UBZOCYHQ0,803.48,648.24,0.0,38000.57,38804.05,peer,13,2,Tue,feature,Nakuru,1
UDM9MIJWX,1386.02,11916.28,10530.26,26479.54,27865.56,peer,9,4,Fri,smartphone,Kisumu,0
UCI9PCNEK,1697.08,36518.75,34821.67,12761.47,14458.55,paybill,1,3,Sat,smartphone,Kisumu,0
UH3VXRGNT,1322.45,71420.14,70097.69,9552.15,10874.6,till,17,8,Sun,smartphone,Nairobi,0
UHQGF25BM,549.34,28474.37,27925.03,12683.61,13232.95,peer,2,8,Sun,smartphone,Eldoret,0
UB5IXAKP4,128.35,30586.28,30457.93,38573.85,38702.2,paybill,10,2,Sun,smartphone,Kisumu,0
UKDU9R4VX,2006.63,8442.53,6435.9,28760.59,30767.22,paybill,1,11,Sat,feature,Mombasa,0
UDFEQLC7L,710.54,38052.85,37342.31,38229.28,38939.82,peer,16,4,Fri,smartphone,Eldoret,0
UDBBH0HMK,231.48,43488.73,43257.25,36602.17,36833.65,paybill,15,4,Sat,smartphone,Kisumu,0
UI47U15TE,370.12,14572.08,14201.96,28215.41,28585.53,till,22,9,Fri,smartphone,Eldoret,0
UDNDD6Q5Y,2688.68,29903.2,27214.52,13275.72,15964.4,paybill,16,4,Sun,feature,Nakuru,0
UJUOFPWHS,1841.37,17402.49,15561.12,24605.09,26446.46,paybill,3,10,Thu,feature,Eldoret,0
UF54D88D4,2677.26,38776.34,36099.08,25303.18,27980.44,peer,4,6,Wed,smartphone,Mombasa,0
UK52YLTKZ,1899.31,2193.01,293.7,7577.85,9477.16,paybill,0,11,Fri,feature,Eldoret,0
UH75LRMWM,767.67,9563.85,8796.18,31352.01,32119.68,paybill,18,8,Sat,smartphone,Nakuru,0
UK8SEGL4R,437.11,11055.43,10618.32,32502.46,32939.57,paybill,14,11,Sun,smartphone,Nakuru,0
ULPO6816W,2079.71,38206.93,36127.22,41310.61,43390.32,paybill,14,12,Wed,feature,Nakuru,0
UEFSG7E8L,360.58,65172.63,64812.05,36684.99,37045.57,peer,8,5,Sun,smartphone,Kisumu,0
ULNTCYJKD,105.45,73999.27,73893.82,31831.37,31936.82,peer,16,12,Wed,smartphone,Nairobi,0
UCAZY5X95,574.21,64127.43,63553.22,28655.8,29230.01,peer,22,3,Thu,smartphone,Mombasa,0
UDDGKR2RA,703.18,41187.64,40484.46,42042.96,42746.14,paybill,22,4,Tue,feature,Nairobi,0
UBX6SX8XO,3615.13,12522.43,8907.3,40341.45,43956.58,till,9,2,Fri,smartphone,Nairobi,0
UJ62OWH7N,1093.06,71214.92,70121.86,38449.72,39542.78,till,16,10,Sat,smartphone,Eldoret,0
UJENFEEJ5,1898.41,52652.72,50754.31,29599.0,31497.41,paybill,15,10,Wed,smartphone,Nakuru,0
UKCQRZGHR,187.06,31277.98,31090.92,32085.33,32272.39,till,6,11,Fri,feature,Nakuru,0
UGTDAYQBH,460.88,24027.18,23566.3,784.54,1245.42,paybill,14,7,Fri,feature,Eldoret,0
UBANSS9GA,212.66,52745.44,52532.78,47720.57,47933.23,peer,18,2,Wed,smartphone,Nakuru,0
UB99D8721,2617.17,25612.97,22995.8,40874.76,43491.93,till,0,2,Fri,smartphone,Nakuru,0
UEYJL4TFA,1192.91,61441.62,60248.71,38020.49,39213.4,peer,23,5,Wed,feature,Nakuru,0
UAOOGHK7Z,2217.75,55718.11,53500.36,25675.48,27893.23,till,21,1,Sat,smartphone,Eldoret,0
UCC1G5ZT0,3641.26,26849.0,23207.74,30398.59,34039.85,peer,20,3,Fri,smartphone,Mombasa,0
UKU9QGSHR,1081.27,57313.96,56232.69,18743.3,19824.57,till,1,11,Fri,smartphone,Nakuru,0
ULJWGQ8TN,4071.52,77751.54,73680.02,47113.47,51184.99,paybill,1,12,Sun,feature,Nairobi,0
UD1PBGT1F,979.25,17732.1,16752.85,33446.18,34425.43,till,10,4,Wed,feature,Nairobi,0
UE12F0UQQ,250.78,55310.28,55059.5,21948.63,22199.41,paybill,5,5,Sat,smartphone,Nairobi,0
UCOS5YHEK,586.39,7083.16,6496.77,30066.47,30652.86,peer,22,3,Mon,smartphone,Nakuru,0
UDGQS7MNL,1914.22,71794.32,69880.1,19069.34,20983.56,paybill,14,4,Tue,smartphone,Nairobi,0
UGNZLJ80U,1972.4,37047.32,35074.92,47189.9,49162.3,paybill,15,7,Mon,feature,Kisumu,0
UIZKS7OD4,1261.92,35366.51,34104.59,22345.88,23607.8,peer,11,9,Wed,feature,Mombasa,0
UGNBQLNDO,3241.71,73927.47,70685.76,4806.25,8047.96,peer,18,7,Mon,feature,Nairobi,0
UGPMEEHU0,150.29,8060.42,7910.13,40272.7,40422.99,peer,14,7,Mon,smartphone,Eldoret,0
UE4E67C1S,4218.54,63140.62,58922.08,10096.92,14315.46,till,1,5,Fri,smartphone,Kisumu,0
UCZPMWRNL,17.94,54677.88,54659.94,47118.93,47136.87,peer,4,3,Tue,smartphone,Nairobi,0
UDSN2AQ49,129.33,19226.74,19097.41,19195.86,19325.19,till,18,4,Thu,feature,Mombasa,0
UI44CZBPW,887.29,471.58,0.0,6563.38,7450.67,peer,16,9,Wed,smartphone,Nairobi,1
UF1X9ADH8,125.46,57215.36,57089.9,22916.69,23042.15,peer,8,6,Sat,smartphone,Eldoret,0
UEMS9UEYS,3030.23,39066.47,36036.24,24835.33,27865.56,peer,12,5,Thu,feature,Eldoret,0
UE0ZI9N3Z,3072.18,42314.15,39241.97,28438.24,31510.42,paybill,22,5,Sat,feature,Nakuru,0
UG4SCAYK0,682.44,46674.71,45992.27,46787.98,47470.42,till,0,7,Tue,smartphone,Nairobi,0
UJHI76KVV,3203.79,31502.22,28298.43,14001.45,17205.24,paybill,23,10,Sun,smartphone,Nairobi,0
UHWFUT644,639.41,70995.17,70355.76,34999.37,35638.78,peer,16,8,Mon,smartphone,Eldoret,0
UJK60HZVF,2194.43,40508.52,38314.09,29330.29,31524.72,till,1,10,Sat,smartphone,Kisumu,0
ULYO12ZXN,2318.17,53427.29,51109.12,43323.42,45641.59,peer,18,12,Tue,feature,Nairobi,0
UJ590VLQH,596.79,18407.51,17810.72,32079.84,32676.63,peer,5,10,Sat,feature,Nakuru,0
UBL19HNV3,2154.75,27738.56,25583.81,6173.88,8328.63,paybill,0,2,Tue,feature,Mombasa,0
UGZBYQ1LK,816.96,44606.2,43789.24,43902.03,44718.99,paybill,23,7,Fri,smartphone,Mombasa,0
UHR88PHK3,1388.3,38241.2,36852.9,38299.41,39687.71,till,16,8,Mon,smartphone,Mombasa,0
UJYRE6C4V,199.02,7114.69,6915.67,43432.73,43631.75,paybill,2,10,Fri,smartphone,Kisumu,0
UIYD459RY,1542.5,12984.77,11442.27,1341.55,2884.05,till,13,9,Tue,smartphone,Nairobi,0
UBCPIJ8BL,2453.63,3220.4,766.77,17406.14,19859.77,peer,9,2,Wed,smartphone,Nakuru,0
UBOKVX1L7,973.43,7720.73,6747.3,16146.94,17120.37,paybill,16,2,Fri,feature,Kisumu,0
UFO4D4IGA,2510.02,74455.25,71945.23,18212.38,20722.4,peer,5,6,Fri,smartphone,Kisumu,0
UAEHQ2D8O,2873.35,1000.51,0.0,32439.42,35312.77,paybill,14,1,Wed,feature,Eldoret,1
UITLTVJYF,1425.82,27431.05,26005.23,42259.33,43685.15,peer,16,9,Sat,feature,Nakuru,0
UH0VXWL6A,1211.4,74164.31,72952.91,47965.56,49176.96,peer,3,8,Mon,feature,Mombasa,0
UAO2R0WRL,3220.79,55393.25,52172.46,44926.27,48147.06,paybill,20,1,Tue,feature,Mombasa,0
UFKHSEETO,782.43,58402.53,57620.1,37121.92,37904.35,peer,8,6,Fri,feature,Nakuru,0
UAGRJBXQ7,362.0,35915.14,35553.14,5025.65,5387.65,peer,1,1,Thu,feature,Mombasa,0
UC3Q5FO9B,1281.66,42814.87,41533.21,19339.0,20620.66,paybill,1,3,Mon,smartphone,Nairobi,1
UAU39SSGM,1558.26,41897.87,40339.61,29723.05,31281.31,peer,1,1,Sun,smartphone,Nakuru,0
UGMSJCPRN,1345.28,1017.63,0.0,24600.93,25946.21,till,15,7,Wed,feature,Eldoret,1
UIHFGQK5O,53.78,69602.55,69548.77,21128.59,21182.37,peer,8,9,Wed,feature,Mombasa,0
UBJ003Z4Y,50.31,79017.06,78966.75,22788.28,22838.59,till,4,2,Thu,smartphone,Nairobi,0
UG3PLCPZO,4961.36,74733.62,69772.26,20911.55,25872.91,till,19,7,Fri,smartphone,Mombasa,0
UB3374OWA,2657.15,66333.21,63676.06,1148.29,3805.44,peer,7,2,Sat,feature,Kisumu,0
UF6G8I9RK,3479.87,16047.1,12567.23,41161.64,44641.51,paybill,3,6,Wed,feature,Eldoret,0
UDRUWDKVI,932.24,78974.43,78042.19,9513.68,10445.92,peer,2,4,Thu,smartphone,Eldoret,0
UDPZVTQWM,355.32,5277.25,4921.93,2360.19,2715.51,peer,19,4,Sun,smartphone,Eldoret,0
UEBW79LPI,590.45,56884.58,56294.13,47777.74,48368.19,paybill,4,5,Fri,feature,Mombasa,0
UGFIIH3YE,4298.57,56140.96,51842.39,36598.37,40896.94,paybill,21,7,Sat,feature,Kisumu,0
UDG0MHONG,2519.18,68668.48,66149.3,40821.84,43341.02,till,22,4,Fri,feature,Nakuru,0
UC7NWFQZ2,1835.01,22441.32,20606.31,26306.54,28141.55,till,20,3,Fri,feature,Mombasa,0
UAZ6OSNVC,621.98,63146.47,62524.49,27910.15,28532.13,peer,7,1,Wed,feature,Mombasa,0
UCEPZOH3L,1992.13,39991.51,37999.38,8552.45,10544.58,till,21,3,Tue,feature,Mombasa,0
UF7PJLKA8,5831.6,55755.48,49923.88,11212.93,17044.53,till,8,6,Mon,smartphone,Mombasa,0
UBUKBEYMK,3484.77,3508.95,24.18,31462.65,34947.42,paybill,6,2,Sun,smartphone,Kisumu,1
UEP5MFI0J,6394.82,60347.48,53952.66,48947.16,55341.98,peer,13,5,Sun,feature,Kisumu,0
ULPVBP22S,4.39,23090.34,23085.95,36459.12,36463.51,peer,19,12,Fri,smartphone,Nairobi,0
UJ4NX3YUG,518.77,31926.58,31407.81,29047.25,29566.02,peer,8,10,Thu,feature,Kisumu,0
UFCLBZ7EG,367.91,7710.0,7342.09,1961.05,2328.96,peer,6,6,Sun,feature,Eldoret,0
ULR9RIUC7,2669.1,48601.52,45932.42,19035.71,21704.81,till,13,12,Thu,smartphone,Kisumu,0
UHSN9GRDS,3030.51,20711.62,17681.11,4026.46,7056.97,till,0,8,Fri,feature,Nairobi,0
UATUORLNS,806.21,77639.14,76832.93,44256.05,45062.26,peer,8,1,Sat,smartphone,Eldoret,0
